Text,Emotion,Sentiment
Can't believe how miserable the experience turned out.,Disappointment,Negative
"Honestly, pretty dedicated. #weekend",Joy,Positive
That was so neglectful!,Disappointment,Negative
Everything felt creative.,Joy,Positive
I left my umbrella at the bank.,Neutral,Neutral
I felt starved today.,Disappointment,Negative
"Honestly, pretty dismaying.",Disappointment,Negative
I feel isolated because of the audition.,Loneliness,Negative
I bought this toaster last week and it is exactly what I needed.,Joy,Positive
Will do.,Neutral,Neutral
"nothing to do, nowhere to be, just baking bread on a slow afternoon. so content",Contentment,Positive
This whole thing is just blamable.,Disappointment,Negative
"It's hard not having anyone around, staring at my phone waiting for someone to reply.",Loneliness,Negative
The store has a sale on garden tools until Monday.,Neutral,Neutral
Our host went completely wrong.,Disappointment,Negative
fingers crossed for my health,Hope,Positive
"I liked the waiter, but the service was clueless.",Ambivalence,Neutral
"Such a peaceful evening, tending to my plants in the sunshine. 👍",Contentment,Positive
"Not boring at all, much better than expected.",Joy,Positive
"The food tasted rotten, it made me gag.",Disgust,Negative
every day with my brother is a gift and i'm so in love,Love,Positive
I can't believe how underwhelming the delivery driver was.,Disappointment,Negative
Excellent support and they replied almost instantly.,Joy,Positive
"The novel was not predictable, but not perfect either.",Ambivalence,Neutral
"Delivery arrived a day early, worth every penny.",Joy,Positive
The documentary is full of bugs.,Disappointment,Negative
My tablet was disappointing today.,Disappointment,Negative
That was so heartwarming!,Joy,Positive
The album was mediocre but the documentary was lovely.,Ambivalence,Neutral
Can't believe how annoying the documentary turned out. #life,Disappointment,Negative
I felt abandoned today.,Loneliness,Negative
Our city centre was standard.,Ambivalence,Neutral
Worst burger I've ever had. 😤,Disappointment,Negative
"I liked the waiter, but the cashier was bad.",Ambivalence,Neutral
The support team was horrible but the service was impressive.,Ambivalence,Neutral
The dessert is full of delays. #update,Disappointment,Negative
"i'm frozen with dread, the plane hit heavy turbulence",Fear,Negative
My grandparents means the world to me.,Love,Positive
The technician looked black. #daily,Neutral,Neutral
"I believe in the new business, better days are ahead.",Hope,Positive
I thought the hotel was absolutely outstanding.,Joy,Positive
The latest headset made things smoother.,Joy,Positive
"Got the hoodie yesterday, it arrived damaged.",Disappointment,Negative
I can't believe how amazing the receptionist was! ❤️,Joy,Positive
Would not recommend the trip.,Disappointment,Negative
can't believe how sleek the camera turned out,Joy,Positive
The headset was neither wonderful nor overpriced.,Ambivalence,Neutral
The class covers mathematics and coffee farming.,Neutral,Neutral
do you know if the post office is open on wednesday?,Curiosity,Neutral
the steak was typical tbh,Ambivalence,Neutral
scrolling through my phone with no one to text. i wish someone would call,Loneliness,Negative
Thank you to my parents for being there when I needed you. #mood,Gratitude,Positive
Everything felt selfish. 👎,Anger,Negative
"Absolutely revolting, the food tasted rotten. 😞",Disgust,Negative
I thought the acting was absolutely very poor.,Disappointment,Negative
the software was confusing tbh 👎,Disappointment,Negative
The training is full of bugs. #weekend,Disappointment,Negative
the pool closes at six on weekdays,Neutral,Neutral
Yay! Our baby took her first steps!,Joy,Positive
Can't believe how friendly the receptionist turned out.,Joy,Positive
The parking near the library is free after six. #mood,Neutral,Neutral
I found the phone to be atrocious!!,Anger,Negative
"So proud of everyone involved, I paid off my last loan. 😍",Pride,Positive
i'm having dinner with my colleagues tomorrow,Neutral,Neutral
The battery was excellent.,Joy,Positive
The tent I ordered has a two year warranty.,Neutral,Neutral
my ending was okay today,Ambivalence,Neutral
The temperature is around twenty degrees today.,Neutral,Neutral
I'm honestly afraid about the interview.,Fear,Negative
This laptop keeps disconnecting.,Disappointment,Negative
"Overall, the acting was captivating.",Joy,Positive
The interview was really incredible.,Joy,Positive
Can't believe how fabulous the soundtrack turned out. #today,Joy,Positive
"Support replied instantly, so impressed.",Joy,Positive
"Honestly, pretty obnoxious. 😡",Anger,Negative
I'm terrified because I heard footsteps outside at midnight.,Fear,Negative
The customer care was so average!,Ambivalence,Neutral
the soundtrack was so so tbh,Ambivalence,Neutral
"Watching the rain from the porch, feeling completely at peace.",Contentment,Positive
The pasta was a waste of time and money.,Disappointment,Negative
I really hope the school application goes well.,Hope,Positive
I miss having someone to talk to. Talking to the walls again.,Loneliness,Negative
I read that the conference takes place in Berlin this year.,Neutral,Neutral
"Yuck, my neighbour's trash was spilling into the hallway.",Disgust,Negative
Brilliant today,Joy,Positive
The burger was glad.,Joy,Positive
i signed up for a class on monday,Neutral,Neutral
can't believe how great the burger turned out,Joy,Positive
Thank you to the whole team for your kindness. 👍,Gratitude,Positive
This delivery driver made everything more reliable.,Joy,Positive
The latest soup made things more frustrating.,Disappointment,Negative
Super hyped because I got the job offer!,Excitement,Positive
It was hated!!,Anger,Negative
My new jacket is way too flimsy.,Disappointment,Negative
This film made everything worse.,Disappointment,Negative
I can't thank my neighbours enough for the thoughtful gift.,Gratitude,Positive
I'm undecided about the promotion. #daily,Ambivalence,Neutral
I found the resort to be great.,Joy,Positive
this whole thing is just fantastic,Joy,Positive
he works in the engineering department,Neutral,Neutral
"I'm thrilled, my best friend got engaged! What's next?",Excitement,Positive
This whole thing is just irritable.,Anger,Negative
Amazing food: every dish was full of flavour!,Joy,Positive
Everything felt improved. #today,Joy,Positive
I'm meeting a friend for dinner on Sunday. #monday,Neutral,Neutral
Feeling really anxious because the plane hit heavy turbulence.,Fear,Negative
What a honourable day.,Joy,Positive
The course is red and public. #update,Neutral,Neutral
Would definitely recommend the interview!!,Joy,Positive
"got the jacket yesterday, it is way too flimsy",Disappointment,Negative
The pasta was so unacceptable!,Anger,Negative
The pizza looked old. #life,Neutral,Neutral
The apartment was really bad.,Disappointment,Negative
This gym made everything smoother.,Joy,Positive
My little sister means the world to me.,Love,Positive
"honestly, the ending was pretty impressive",Joy,Positive
This office chair works perfectly.,Joy,Positive
This plot was full of mistakes.,Disappointment,Negative
update: the hoodie has been flawless so far,Joy,Positive
This water bottle stopped charging within a week.,Disappointment,Negative
"Just me again, walking home to an empty flat.",Loneliness,Negative
The album was really so so.,Ambivalence,Neutral
I can't stop praising the screen.,Joy,Positive
It was hypocritical.,Anger,Negative
"What a letdown, our team lost the final.",Disappointment,Negative
"It fits perfectly, couldn't be happier.",Joy,Positive
What an unethical day.,Disappointment,Negative
Feeling so sad today because my mentor retired and left the city.,Sadness,Negative
Sending a huge thank you to my mentor for your patience.,Gratitude,Positive
our host couldn't have been better,Joy,Positive
the view was outstanding,Joy,Positive
My new jacket is listed on the second page.,Neutral,Neutral
I watched a documentary about machine learning last night.,Neutral,Neutral
Announcement: the meeting is scheduled for Thursday afternoon.,Neutral,Neutral
"Overall, the workshop was exhausting.",Disappointment,Negative
It was discontented.,Disappointment,Negative
The journey was sociable.,Joy,Positive
I'll be out of the office on Thursday. #life,Neutral,Neutral
It was irritating.,Anger,Negative
Ew. The public toilet was disgusting. I can't unsee it. 😡,Disgust,Negative
"The sound is muffled and crackly, very disappointed!!",Disappointment,Negative
I can't believe how beautiful the neighbourhood was!,Joy,Positive
Update: the survey takes about ten minutes.,Neutral,Neutral
Absolutely the worst day I can remember.,Disappointment,Negative
Update: the speaker is available in two sizes!!,Neutral,Neutral
I feel joyful because of the move to a new city.,Joy,Positive
I thought the airport was absolutely horrible.,Disappointment,Negative
That was so punitive!,Disappointment,Negative
I can't believe how cramped the neighbourhood was.,Disappointment,Negative
This whole thing is just jealous. #update,Disappointment,Negative
The event exceeded all expectations.,Joy,Positive
Ew. There was a cockroach in my noodles. I can't unsee it.,Disgust,Negative
Best teacher I've had in years. #today,Joy,Positive
I'm honestly annoyed about the storm.,Anger,Negative
"I'm frozen with dread, my heart was pounding after that scary noise.",Fear,Negative
"I liked the lecture, but the tour was disappointing.",Ambivalence,Neutral
The library is open from nine to five on weekdays. #mood,Neutral,Neutral
"Feeling isolated, walking home to an empty flat.",Loneliness,Negative
Can't believe how confusing the interface turned out.,Disappointment,Negative
The interview was not stressful at all.,Joy,Positive
Feeling so sad today because my relationship ended.,Sadness,Negative
I thought the delivery driver was absolutely abysmal.,Disappointment,Negative
Does anyone know why we dream? #update,Curiosity,Neutral
The app comes with two-factor login and file sharing.,Neutral,Neutral
I'm terrified about the new job.,Fear,Negative
"Not tasty at all, I wouldn't go back.",Disappointment,Negative
Thrilled about the big match tonight!,Excitement,Positive
I felt frightful today. 😢,Fear,Negative
the customer care here is underwhelming,Disappointment,Negative
I expected the technician to be horrible but it wasn't!!,Joy,Positive
I can't believe how awesome the gym was!,Joy,Positive
I found the dessert to be really good.,Joy,Positive
Just thinking about the road trip with friends gives me goosebumps. ❤️,Excitement,Positive
"The waiter was frustrating, though the customer care was helpful.",Ambivalence,Neutral
The latest class made things more reliable.,Joy,Positive
I need to pay the electricity bill before Friday.,Neutral,Neutral
